,H_datetime,H_Gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,H_cat,gameurl
0,18.08.2023 20:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Werder Bremen,0,34,5,0,5,,5,0,1,3,10,1,,119,94,,43,16,18.08.2023 20:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bayern Munich,3,66,14,6,8,,11,3,0,0,5,1,,287,264,,52,40,cat0,https://www.flashscore.com/match/v7JY0hIu/#/match-summary/match-statistics/2
1,18.08.2023 20:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Werder Bremen,0,30,1,1,0,,6,0,2,3,6,1,,107,78,,25,6,18.08.2023 20:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bayern Munich,1,70,11,4,7,,9,3,0,1,6,0,,365,336,,87,31,cat1,https://www.flashscore.com/match/v7JY0hIu/#/match-summary/match-statistics/1
2,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Wolfsburg,0,46,10,3,7,,3,0,0,0,5,1,,198,160,,70,13,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Heidenheim,0,54,8,0,8,,9,4,0,3,5,0,,267,221,,67,31,cat2,https://www.flashscore.com/match/KMEgdUWA/#/match-summary/match-statistics/2
3,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Wolfsburg,2,55,8,5,3,,,1,2,1,5,2,,257,218,,51,20,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Heidenheim,0,45,5,1,4,,,3,0,3,4,0,,209,165,,70,22,cat3,https://www.flashscore.com/match/KMEgdUWA/#/match-summary/match-statistics/1
4,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Stuttgart,3,56,12,4,8,,15,4,1,1,1,,,238,215,,52,25,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bochum,0,44,2,1,1,,7,0,1,1,5,,,168,126,,44,10,cat4,https://www.flashscore.com/match/AB76gSGT/#/match-summary/match-statistics/2
5,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Stuttgart,2,54,7,5,2,,,3,1,0,4,1,,302,266,,70,27,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bochum,0,46,2,0,2,,,0,1,3,7,1,,198,156,,38,6,cat5,https://www.flashscore.com/match/AB76gSGT/#/match-summary/match-statistics/1
6,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Hoffenheim,1,53,14,2,12,,4,3,0,3,8,,,219,186,,64,45,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Freiburg,0,47,7,3,4,,4,0,0,1,4,,,206,167,,43,31,cat6,https://www.flashscore.com/match/EqEcelnH/#/match-summary/match-statistics/2
7,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Hoffenheim,0,49,10,3,7,,,1,3,3,1,0,,219,173,,60,20,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Freiburg,2,51,10,5,5,,,2,0,3,5,1,,222,184,,55,27,cat7,https://www.flashscore.com/match/EqEcelnH/#/match-summary/match-statistics/1
8,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bayer Leverkusen,1,41,5,3,2,,0,3,2,2,8,1,,165,128,,37,19,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",RB Leipzig,1,59,7,3,4,,5,1,0,2,6,2,,289,258,,55,15,cat8,https://www.flashscore.com/match/QNLpbj2b/#/match-summary/match-statistics/2
9,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",Bayer Leverkusen,2,51,6,4,2,,4,1,0,2,5,,,259,228,,63,25,19.08.2023 15:30,"FOOTBALL
GERMANY: BUNDESLIGA - ROUND 1",RB Leipzig,1,49,6,3,3,,5,4,0,2,4,,,249,209,,34,9,cat9,https://www.flashscore.com/match/QNLpbj2b/#/match-summary/match-statistics/1
